Division,MatchDate,HomeTeam,AwayTeam,HomeElo,AwayElo,Form3Home,Form5Home,Form3Away,Form5Away,FTHome,FTAway,FTResult,OddHome,OddDraw,OddAway,Over25,Under25
D1,2022-08-13,Hoffenheim,Bochum,1664.12,1613.3,0.0,1.0,3.0,6.0,3.0,2.0,H,1.58,4.47,5.38,1.51,2.59
D1,2022-08-13,Leverkusen,Augsburg,1794.64,1616.25,6.0,12.0,3.0,6.0,1.0,2.0,A,1.33,5.63,9.07,1.46,2.72
D1,2022-08-13,RB Leipzig,FC Koln,1811.47,1679.38,5.0,5.0,3.0,9.0,2.0,2.0,D,1.44,4.85,7.05,1.57,2.41
D1,2022-08-13,Werder Bremen,Stuttgart,1596.97,1620.82,7.0,10.0,5.0,6.0,2.0,2.0,D,2.33,3.59,2.99,1.67,2.24
E0,2022-08-13,Arsenal,Leicester,1851.46,1779.34,6.0,9.0,5.0,11.0,4.0,2.0,H,1.55,4.37,6.04,1.69,2.21
E0,2022-08-13,Brighton,Newcastle,1760.1,1756.95,7.0,13.0,9.0,9.0,0.0,0.0,D,2.44,3.25,3.1,2.13,1.73
E0,2022-08-13,Man City,Bournemouth,2025.13,1630.37,7.0,13.0,9.0,13.0,4.0,0.0,H,1.07,12.72,37.57,1.33,3.35
E0,2022-08-13,Southampton,Leeds,1671.66,1703.28,0.0,0.0,7.0,7.0,2.0,2.0,D,2.32,3.51,3.1,1.73,2.13
E0,2022-08-13,Wolves,Fulham,1725.12,1636.0,1.0,2.0,4.0,5.0,0.0,0.0,D,2.4,3.28,3.15,2.11,1.75
F1,2022-08-13,Monaco,Rennes,1749.38,1719.7,7.0,13.0,4.0,7.0,1.0,1.0,D,2.17,3.6,3.26,1.76,2.08
SP1,2022-08-13,Celta,Espanol,1708.34,1647.61,3.0,7.0,2.0,3.0,2.0,2.0,D,1.83,3.68,4.5,2.04,1.8
D1,2022-08-13,Schalke 04,MGladbach,1578.8,1711.59,6.0,9.0,7.0,11.0,2.0,2.0,D,3.12,3.75,2.21,1.55,2.46
E0,2022-08-13,Brentford,Man United,1714.31,1810.7,4.0,7.0,0.0,4.0,4.0,0.0,H,3.77,3.56,2.02,1.82,2.02
I1,2022-08-13,Milan,Udinese,1837.32,1628.21,9.0,15.0,4.0,7.0,4.0,2.0,H,1.41,4.75,8.14,1.73,2.14
I1,2022-08-13,Sampdoria,Atalanta,1573.2,1737.26,3.0,7.0,3.0,5.0,0.0,2.0,A,4.45,3.91,1.77,1.69,2.18
SP1,2022-08-13,Valladolid,Villarreal,1646.44,1840.42,9.0,12.0,6.0,7.0,0.0,3.0,A,3.93,3.66,1.94,1.95,1.87
I1,2022-08-13,Lecce,Inter,1524.67,1866.0,6.0,9.0,9.0,12.0,1.0,2.0,A,10.22,5.67,1.3,1.6,2.37
I1,2022-08-13,Monza,Torino,1516.26,1630.76,3.0,7.0,3.0,7.0,1.0,2.0,A,2.58,3.29,2.84,2.09,1.76
SP1,2022-08-13,Barcelona,Vallecano,1875.88,1616.94,4.0,10.0,0.0,2.0,0.0,0.0,D,1.21,6.79,14.2,1.5,2.58
F1,2022-08-13,Paris SG,Montpellier,1859.43,1560.5,9.0,11.0,3.0,4.0,5.0,2.0,H,1.1,11.08,24.23,1.22,4.25
F1,2022-08-14,Ajaccio,Lens,1498.0,1665.95,4.0,8.0,7.0,11.0,0.0,0.0,D,3.16,3.25,2.36,2.22,1.67
F1,2022-08-14,Auxerre,Angers,1520.83,1544.96,6.0,10.0,4.0,7.0,2.0,2.0,D,2.23,3.27,3.42,2.11,1.74
F1,2022-08-14,Reims,Clermont,1601.07,1512.28,3.0,6.0,0.0,3.0,2.0,4.0,A,2.14,3.28,3.63,2.16,1.7
F1,2022-08-14,Troyes,Toulouse,1547.06,1560.32,1.0,5.0,4.0,7.0,0.0,3.0,A,2.67,3.3,2.7,2.1,1.74
E0,2022-08-14,Nottm Forest,West Ham,1612.12,1782.93,1.0,7.0,1.0,4.0,1.0,0.0,H,4.21,3.64,1.9,1.9,1.93
D1,2022-08-14,Mainz,Union Berlin,1680.2,1730.74,7.0,10.0,9.0,13.0,0.0,0.0,D,2.26,3.25,3.42,2.02,1.81
F1,2022-08-14,Nice,Strasbourg,1664.39,1668.04,4.0,10.0,3.0,7.0,1.0,1.0,D,2.19,3.31,3.48,2.1,1.75
SP1,2022-08-14,Cadiz,Sociedad,1650.63,1756.36,4.0,8.0,6.0,7.0,0.0,1.0,A,3.55,3.24,2.2,2.38,1.59
E0,2022-08-14,Chelsea,Tottenham,1899.04,1866.62,7.0,11.0,9.0,13.0,2.0,2.0,D,2.29,3.44,3.21,1.94,1.89
D1,2022-08-14,Bayern Munich,Wolfsburg,1957.97,1681.74,5.0,8.0,5.0,9.0,2.0,0.0,H,1.15,9.11,16.45,1.22,4.26
I1,2022-08-14,Fiorentina,Cremonese,1657.59,1475.32,6.0,6.0,3.0,6.0,3.0,2.0,H,1.38,5.02,8.16,1.63,2.25
I1,2022-08-14,Lazio,Bologna,1725.43,1595.68,5.0,8.0,3.0,7.0,2.0,1.0,H,1.58,4.3,5.49,1.65,2.26
SP1,2022-08-14,Valencia,Girona,1698.47,1609.86,4.0,6.0,4.0,7.0,1.0,0.0,H,1.89,3.5,4.35,2.07,1.77
F1,2022-08-14,Brest,Marseille,1566.12,1718.43,0.0,3.0,6.0,9.0,1.0,1.0,D,4.11,3.83,1.84,1.73,2.13
I1,2022-08-14,Salernitana,Roma,1486.45,1758.0,2.0,6.0,4.0,5.0,0.0,1.0,A,6.42,4.57,1.49,1.77,2.08
I1,2022-08-14,Spezia,Empoli,1532.22,1539.65,3.0,3.0,4.0,7.0,1.0,0.0,H,2.49,3.33,2.91,1.9,1.92
SP1,2022-08-14,Almeria,Real Madrid,1630.25,1983.04,5.0,11.0,5.0,8.0,1.0,2.0,A,7.17,4.91,1.42,1.58,2.38
SP1,2022-08-15,Ath Bilbao,Mallorca,1739.26,1615.09,3.0,7.0,7.0,7.0,0.0,0.0,D,1.6,3.83,6.23,2.16,1.7
I1,2022-08-15,Verona,Napoli,1635.19,1800.58,1.0,5.0,9.0,12.0,2.0,5.0,A,3.46,3.58,2.1,1.78,2.05
SP1,2022-08-15,Getafe,Ath Madrid,1672.6,1868.53,2.0,4.0,7.0,10.0,0.0,3.0,A,4.79,3.19,1.92,2.71,1.47
I1,2022-08-15,Juventus,Sassuolo,1783.07,1654.8,1.0,7.0,4.0,4.0,3.0,0.0,H,1.46,4.81,6.65,1.52,2.52
E0,2022-08-15,Liverpool,Crystal Palace,2027.36,1744.34,7.0,11.0,3.0,7.0,1.0,1.0,D,1.2,6.85,16.33,1.55,2.46
SP1,2022-08-15,Betis,Elche,1778.93,1631.02,7.0,8.0,3.0,4.0,3.0,0.0,H,1.45,4.57,7.27,1.79,2.03
SP1,2022-08-19,Espanol,Vallecano,1650.83,1624.13,3.0,4.0,1.0,2.0,0.0,2.0,A,2.51,3.05,3.18,2.43,1.57
D1,2022-08-19,MGladbach,Hertha,1716.38,1595.72,7.0,11.0,1.0,2.0,1.0,0.0,H,1.52,4.69,5.83,1.51,2.59
F1,2022-08-19,Lyon,Troyes,1735.14,1521.84,9.0,12.0,1.0,2.0,4.0,1.0,H,1.29,5.96,9.54,1.47,2.68
SP1,2022-08-19,Sevilla,Valladolid,1815.68,1638.47,4.0,6.0,6.0,12.0,1.0,1.0,D,1.53,4.17,6.71,1.95,1.88
E0,2022-08-20,Tottenham,Wolves,1873.76,1714.36,7.0,13.0,1.0,2.0,1.0,0.0,H,1.41,4.88,7.96,1.73,2.14
D1,2022-08-20,Augsburg,Mainz,1616.56,1687.81,6.0,6.0,5.0,11.0,1.0,2.0,A,3.52,3.52,2.11,1.86,1.96
D1,2022-08-20,Dortmund,Werder Bremen,1816.11,1599.96,9.0,12.0,5.0,8.0,2.0,3.0,A,1.39,5.36,7.39,1.4,2.97
D1,2022-08-20,Leverkusen,Hoffenheim,1774.9,1661.93,3.0,9.0,3.0,3.0,0.0,3.0,A,1.69,4.34,4.51,1.44,2.82
D1,2022-08-20,Stuttgart,Freiburg,1625.34,1721.7,5.0,7.0,3.0,6.0,0.0,1.0,A,2.64,3.56,2.61,1.73,2.13
D1,2022-08-20,Wolfsburg,Schalke 04,1675.8,1575.49,2.0,6.0,4.0,10.0,0.0,0.0,D,1.85,3.86,4.1,1.67,2.24
E0,2022-08-20,Crystal Palace,Aston Villa,1744.34,1732.88,4.0,5.0,3.0,5.0,3.0,1.0,H,2.52,3.2,3.0,2.19,1.69
E0,2022-08-20,Everton,Nottm Forest,1688.76,1618.16,0.0,3.0,4.0,7.0,1.0,1.0,D,1.97,3.48,4.05,2.06,1.78
E0,2022-08-20,Fulham,Brentford,1647.06,1735.38,2.0,5.0,4.0,10.0,3.0,2.0,H,2.46,3.42,2.92,1.93,1.9
E0,2022-08-20,Leicester,Southampton,1769.5,1666.77,4.0,8.0,1.0,1.0,1.0,2.0,A,1.85,3.97,4.01,1.63,2.29
F1,2022-08-20,Monaco,Lens,1741.18,1663.26,5.0,11.0,5.0,11.0,1.0,4.0,A,1.77,3.96,4.4,1.69,2.18
SP1,2022-08-20,Osasuna,Cadiz,1680.35,1643.76,3.0,5.0,4.0,7.0,2.0,0.0,H,1.95,3.26,4.44,2.42,1.57
D1,2022-08-20,Union Berlin,RB Leipzig,1736.14,1803.08,7.0,11.0,3.0,6.0,2.0,1.0,H,3.54,3.56,2.1,1.86,1.97
E0,2022-08-20,Bournemouth,Arsenal,1642.1,1867.69,6.0,12.0,9.0,9.0,0.0,3.0,A,7.65,4.7,1.43,1.76,2.09
I1,2022-08-20,Torino,Lazio,1630.76,1725.43,6.0,9.0,5.0,11.0,0.0,0.0,D,2.99,3.45,2.38,1.87,1.95
I1,2022-08-20,Udinese,Salernitana,1628.21,1486.45,3.0,4.0,1.0,5.0,0.0,0.0,D,1.75,3.89,4.63,1.78,2.06
SP1,2022-08-20,Mallorca,Betis,1615.09,1778.93,7.0,8.0,7.0,10.0,1.0,2.0,A,3.1,3.26,2.42,2.18,1.7
I1,2022-08-20,Inter,Spezia,1866.0,1532.22,9.0,15.0,6.0,6.0,3.0,0.0,H,1.17,7.9,15.8,1.33,3.34
I1,2022-08-20,Sassuolo,Lecce,1654.8,1524.67,3.0,4.0,3.0,6.0,1.0,0.0,H,1.79,3.99,4.24,1.63,2.29
F1,2022-08-20,Marseille,Nantes,1718.9,1626.7,7.0,10.0,3.0,6.0,2.0,1.0,H,1.59,4.16,5.57,1.79,2.04
SP1,2022-08-20,Celta,Real Madrid,1705.13,1985.08,4.0,7.0,5.0,8.0,1.0,4.0,A,4.71,4.19,1.68,1.68,2.21
F1,2022-08-21,Strasbourg,Reims,1658.63,1573.91,1.0,7.0,0.0,3.0,1.0,1.0,D,1.81,3.53,4.75,2.14,1.71
F1,2022-08-21,Angers,Brest,1542.99,1561.32,5.0,8.0,1.0,1.0,1.0,3.0,A,2.31,3.34,3.17,1.97,1.85
F1,2022-08-21,Clermont,Nice,1520.45,1657.71,3.0,6.0,5.0,8.0,1.0,0.0,H,3.59,3.48,2.08,2.0,1.82
F1,2022-08-21,Montpellier,Auxerre,1560.73,1511.24,3.0,3.0,4.0,10.0,1.0,2.0,A,2.12,3.53,3.42,1.89,1.92
F1,2022-08-21,Toulouse,Lorient,1573.47,1534.32,4.0,7.0,5.0,5.0,2.0,2.0,D,2.02,3.49,3.76,2.01,1.82
E0,2022-08-21,Leeds,Chelsea,1710.79,1900.98,7.0,8.0,7.0,11.0,3.0,0.0,H,5.93,4.43,1.55,1.68,2.21
E0,2022-08-21,West Ham,Brighton,1766.68,1769.16,0.0,4.0,7.0,11.0,0.0,2.0,A,2.32,3.41,3.14,1.96,1.85
D1,2022-08-21,Ein Frankfurt,FC Koln,1725.97,1690.0,2.0,3.0,4.0,7.0,1.0,1.0,D,2.04,3.73,3.49,1.67,2.23
F1,2022-08-21,Rennes,Ajaccio,1704.99,1495.62,2.0,5.0,4.0,8.0,2.0,1.0,H,1.42,4.56,8.12,1.92,1.89
SP1,2022-08-21,Ath Bilbao,Valencia,1739.26,1703.1,4.0,5.0,7.0,8.0,1.0,0.0,H,1.77,3.61,4.95,2.06,1.77
D1,2022-08-21,Bochum,Bayern Munich,1600.35,1968.84,0.0,6.0,7.0,8.0,0.0,7.0,A,13.38,8.0,1.19,1.25,4.02
E0,2022-08-21,Newcastle,Man City,1763.8,2032.0,7.0,10.0,9.0,13.0,3.0,3.0,D,8.67,5.11,1.37,1.65,2.26
I1,2022-08-21,Empoli,Fiorentina,1539.65,1657.59,4.0,4.0,6.0,9.0,0.0,0.0,D,3.73,3.83,1.94,1.66,2.23
I1,2022-08-21,Napoli,Monza,1800.58,1516.26,9.0,15.0,3.0,4.0,4.0,0.0,H,1.35,5.4,8.49,1.52,2.55
SP1,2022-08-21,Ath Madrid,Villarreal,1868.53,1848.39,7.0,13.0,6.0,10.0,0.0,2.0,A,1.93,3.52,4.14,2.05,1.78
I1,2022-08-21,Atalanta,Milan,1737.26,1837.32,3.0,7.0,9.0,15.0,1.0,1.0,D,2.79,3.49,2.5,1.74,2.11
I1,2022-08-21,Bologna,Verona,1595.68,1635.19,3.0,4.0,1.0,4.0,1.0,1.0,D,2.2,3.5,3.3,1.82,2.01
F1,2022-08-21,Lille,Paris SG,1698.13,1863.01,5.0,8.0,9.0,13.0,1.0,7.0,A,6.33,4.68,1.48,1.56,2.42
SP1,2022-08-21,Sociedad,Barcelona,1763.23,1868.7,6.0,9.0,2.0,8.0,1.0,4.0,A,3.38,3.62,2.12,1.79,2.05
I1,2022-08-22,Roma,Cremonese,1758.0,1475.32,7.0,8.0,3.0,6.0,1.0,0.0,H,1.24,6.14,13.06,1.63,2.29
SP1,2022-08-22,Elche,Almeria,1631.02,1628.21,3.0,3.0,2.0,8.0,1.0,1.0,D,2.5,3.2,3.01,2.2,1.68
I1,2022-08-22,Sampdoria,Juventus,1573.2,1783.07,3.0,6.0,4.0,7.0,0.0,0.0,D,5.74,4.06,1.61,1.85,1.96
E0,2022-08-22,Man United,Liverpool,1782.1,2027.36,0.0,3.0,5.0,11.0,2.0,1.0,H,5.22,4.38,1.6,1.5,2.58
SP1,2022-08-22,Girona,Getafe,1605.23,1672.6,4.0,4.0,1.0,3.0,3.0,1.0,H,2.81,2.84,2.97,2.89,1.41
I1,2022-08-26,Monza,Udinese,1505.95,1640.37,0.0,3.0,4.0,5.0,1.0,2.0,A,3.15,3.43,2.3,1.86,1.97
SP1,2022-08-26,Girona,Celta,1605.23,1705.13,4.0,7.0,1.0,4.0,0.0,1.0,A,2.77,3.15,2.75,2.21,1.68
D1,2022-08-26,Freiburg,Bochum,1721.7,1600.35,6.0,6.0,0.0,3.0,1.0,0.0,H,1.51,4.66,6.13,1.61,2.34
I1,2022-08-26,Lazio,Inter,1738.1,1857.69,5.0,9.0,9.0,15.0,3.0,1.0,H,4.08,3.76,1.88,1.67,2.21
F1,2022-08-26,Ajaccio,Lille,1495.62,1698.13,1.0,5.0,4.0,8.0,1.0,3.0,A,3.46,3.18,2.26,2.38,1.59
SP1,2022-08-26,Betis,Osasuna,1778.93,1680.35,7.0,13.0,6.0,7.0,1.0,0.0,H,1.8,3.68,4.66,1.93,1.9
E0,2022-08-27,Southampton,Man United,1666.77,1782.1,4.0,4.0,3.0,3.0,0.0,1.0,A,4.27,4.06,1.8,1.59,2.39
D1,2022-08-27,Hertha,Dortmund,1595.72,1816.11,1.0,1.0,6.0,12.0,0.0,1.0,A,4.44,4.45,1.69,1.48,2.66
D1,2022-08-27,Hoffenheim,Augsburg,1661.93,1616.56,6.0,6.0,3.0,6.0,1.0,0.0,H,1.47,4.86,6.43,1.47,2.71
D1,2022-08-27,Mainz,Leverkusen,1687.81,1774.9,7.0,11.0,0.0,6.0,0.0,3.0,A,2.72,3.74,2.45,1.61,2.34
D1,2022-08-27,RB Leipzig,Wolfsburg,1803.08,1675.8,2.0,6.0,2.0,6.0,2.0,0.0,H,1.49,4.6,6.46,1.59,2.39
D1,2022-08-27,Schalke 04,Union Berlin,1575.49,1736.14,2.0,8.0,7.0,13.0,1.0,6.0,A,3.08,3.44,2.34,1.9,1.89
E0,2022-08-27,Brentford,Everton,1735.38,1688.76,4.0,7.0,1.0,4.0,1.0,1.0,D,2.06,3.47,3.77,2.04,1.8
E0,2022-08-27,Brighton,Leeds,1769.16,1710.79,7.0,11.0,7.0,11.0,1.0,0.0,H,1.91,3.73,4.04,1.82,2.01
E0,2022-08-27,Chelsea,Leicester,1900.98,1769.5,4.0,8.0,1.0,5.0,2.0,1.0,H,1.42,4.93,7.52,1.64,2.28
E0,2022-08-27,Liverpool,Bournemouth,2027.36,1642.1,2.0,8.0,3.0,9.0,9.0,0.0,H,1.11,10.17,25.51,1.36,3.16
E0,2022-08-27,Man City,Crystal Palace,2032.0,1744.34,7.0,11.0,4.0,7.0,4.0,2.0,H,1.19,7.56,15.25,1.45,2.77
F1,2022-08-27,Auxerre,Strasbourg,1511.24,1658.63,4.0,10.0,2.0,5.0,1.0,0.0,H,3.59,3.47,2.08,1.87,1.96
SP1,2022-08-27,Elche,Sociedad,1631.02,1763.23,4.0,4.0,3.0,9.0,0.0,1.0,A,3.64,3.16,2.21,2.31,1.63
E0,2022-08-27,Arsenal,Fulham,1867.69,1647.06,9.0,12.0,5.0,8.0,2.0,1.0,H,1.32,5.77,9.44,1.49,2.62
D1,2022-08-27,Bayern Munich,MGladbach,1968.84,1716.38,9.0,11.0,7.0,11.0,1.0,1.0,D,1.19,8.16,12.66,1.2,4.65
I1,2022-08-27,Cremonese,Torino,1469.78,1640.43,3.0,3.0,4.0,7.0,1.0,2.0,A,3.23,3.39,2.29,1.98,1.85
I1,2022-08-27,Juventus,Roma,1789.29,1768.26,4.0,5.0,9.0,10.0,1.0,1.0,D,2.38,3.22,3.21,2.06,1.78
SP1,2022-08-27,Vallecano,Mallorca,1624.13,1615.09,4.0,4.0,4.0,8.0,0.0,2.0,A,2.07,3.23,4.02,2.34,1.61
I1,2022-08-27,Milan,Bologna,1837.83,1595.07,7.0,13.0,4.0,4.0,2.0,0.0,H,1.35,5.37,8.74,1.61,2.34
I1,2022-08-27,Spezia,Sassuolo,1531.93,1656.51,3.0,6.0,3.0,7.0,2.0,2.0,D,3.02,3.61,2.29,1.62,2.32
F1,2022-08-27,Lens,Rennes,1663.26,1704.99,7.0,11.0,4.0,8.0,2.0,1.0,H,2.54,3.52,2.72,1.72,2.14
SP1,2022-08-27,Almeria,Sevilla,1628.21,1815.68,2.0,6.0,4.0,6.0,2.0,1.0,H,3.56,3.23,2.21,2.25,1.66
F1,2022-08-28,Nantes,Toulouse,1626.7,1573.47,2.0,3.0,5.0,8.0,3.0,1.0,H,2.4,3.35,3.02,1.91,1.91
F1,2022-08-28,Brest,Montpellier,1561.32,1560.73,4.0,4.0,3.0,3.0,0.0,7.0,A,1.92,3.66,3.98,1.73,2.13
F1,2022-08-28,Lorient,Clermont,1534.32,1520.45,5.0,6.0,6.0,6.0,2.0,1.0,H,2.06,3.45,3.68,2.01,1.82
F1,2022-08-28,Nice,Marseille,1657.71,1718.9,2.0,5.0,7.0,10.0,0.0,3.0,A,2.78,3.46,2.54,1.94,1.88
F1,2022-08-28,Troyes,Angers,1521.84,1542.99,0.0,1.0,2.0,5.0,3.0,1.0,H,2.47,3.33,2.93,2.07,1.77
E0,2022-08-28,Aston Villa,West Ham,1732.88,1766.68,3.0,4.0,0.0,1.0,0.0,1.0,A,2.3,3.43,3.18,1.88,1.95
E0,2022-08-28,Wolves,Newcastle,1714.36,1763.8,1.0,2.0,5.0,11.0,1.0,1.0,D,2.75,3.26,2.7,2.11,1.75
D1,2022-08-28,FC Koln,Stuttgart,1690.0,1625.34,5.0,5.0,2.0,6.0,0.0,0.0,D,2.1,3.69,3.38,1.68,2.21
F1,2022-08-28,Reims,Lyon,1573.91,1735.14,1.0,4.0,9.0,12.0,1.0,1.0,D,4.28,4.03,1.77,1.64,2.27
SP1,2022-08-28,Getafe,Villarreal,1672.6,1848.39,0.0,2.0,9.0,12.0,0.0,0.0,D,4.49,3.36,1.91,2.37,1.6
E0,2022-08-28,Nottm Forest,Tottenham,1618.16,1873.76,4.0,5.0,7.0,13.0,0.0,2.0,A,6.98,4.59,1.47,1.74,2.12
D1,2022-08-28,Werder Bremen,Ein Frankfurt,1599.96,1725.97,5.0,11.0,2.0,4.0,3.0,4.0,A,2.51,3.58,2.74,1.63,2.31
I1,2022-08-28,Salernitana,Sampdoria,1512.6,1565.96,1.0,3.0,1.0,4.0,4.0,0.0,H,2.47,3.24,3.04,1.99,1.84
I1,2022-08-28,Verona,Atalanta,1622.89,1748.05,2.0,2.0,4.0,7.0,0.0,1.0,A,4.3,3.94,1.8,1.65,2.25
SP1,2022-08-28,Barcelona,Valladolid,1868.7,1638.47,4.0,8.0,4.0,10.0,4.0,0.0,H,1.15,8.47,17.97,1.37,3.05
F1,2022-08-28,Paris SG,Monaco,1863.01,1741.18,9.0,15.0,4.0,8.0,1.0,1.0,D,1.19,7.98,13.1,1.24,4.0
I1,2022-08-28,Fiorentina,Napoli,1661.46,1804.87,7.0,10.0,9.0,15.0,0.0,0.0,D,3.3,3.66,2.14,1.69,2.19
I1,2022-08-28,Lecce,Empoli,1530.36,1546.45,3.0,6.0,4.0,5.0,1.0,1.0,D,2.39,3.45,2.97,1.79,2.05
SP1,2022-08-28,Espanol,Real Madrid,1650.83,1985.08,2.0,3.0,7.0,11.0,1.0,3.0,A,6.63,4.83,1.46,1.61,2.33
SP1,2022-08-29,Cadiz,Ath Bilbao,1643.76,1739.26,3.0,4.0,4.0,7.0,0.0,4.0,A,3.78,3.11,2.18,2.52,1.53
SP1,2022-08-29,Valencia,Ath Madrid,1703.1,1868.53,6.0,7.0,6.0,10.0,0.0,1.0,A,4.02,3.33,2.03,2.25,1.66
I1,2022-08-30,Sassuolo,Milan,1656.51,1837.83,4.0,7.0,7.0,13.0,0.0,0.0,D,5.45,4.29,1.6,1.53,2.5
E0,2022-08-30,Crystal Palace,Brentford,1744.34,1735.38,4.0,7.0,4.0,5.0,1.0,1.0,D,2.1,3.42,3.72,2.09,1.77
E0,2022-08-30,Fulham,Brighton,1647.06,1769.16,4.0,5.0,7.0,13.0,2.0,1.0,H,3.21,3.35,2.33,2.01,1.83
E0,2022-08-30,Southampton,Chelsea,1666.77,1900.98,4.0,4.0,4.0,10.0,2.0,1.0,H,5.22,4.16,1.65,1.75,2.11
I1,2022-08-30,Inter,Cremonese,1857.69,1469.78,6.0,12.0,0.0,3.0,3.0,1.0,H,1.14,9.13,18.79,1.29,3.56
I1,2022-08-30,Roma,Monza,1768.26,1505.95,7.0,11.0,0.0,3.0,3.0,0.0,H,1.3,5.89,10.0,1.52,2.54
E0,2022-08-30,Leeds,Everton,1710.79,1688.76,4.0,10.0,2.0,2.0,1.0,1.0,D,2.14,3.57,3.46,1.84,1.99
I1,2022-08-31,Empoli,Verona,1546.45,1622.89,2.0,6.0,1.0,2.0,1.0,1.0,D,2.69,3.36,2.66,1.83,2.01
I1,2022-08-31,Sampdoria,Lazio,1565.96,1738.1,1.0,4.0,7.0,9.0,1.0,1.0,D,4.11,3.67,1.89,1.87,1.95
I1,2022-08-31,Udinese,Fiorentina,1640.37,1661.46,4.0,7.0,5.0,8.0,1.0,0.0,H,2.71,3.47,2.58,1.79,2.04
F1,2022-08-31,Angers,Reims,1542.99,1573.91,1.0,5.0,2.0,2.0,2.0,4.0,A,2.54,3.27,2.88,2.09,1.75
F1,2022-08-31,Lyon,Auxerre,1735.14,1511.24,7.0,13.0,7.0,10.0,2.0,1.0,H,1.28,6.26,9.42,1.37,3.09
F1,2022-08-31,Monaco,Troyes,1741.18,1521.84,2.0,6.0,3.0,4.0,2.0,4.0,A,1.35,5.36,8.16,1.54,2.49
F1,2022-08-31,Montpellier,Ajaccio,1560.73,1495.62,3.0,6.0,1.0,4.0,2.0,0.0,H,2.11,3.38,3.63,2.11,1.74
F1,2022-08-31,Strasbourg,Nantes,1658.63,1626.7,2.0,2.0,4.0,6.0,1.0,1.0,D,1.91,3.63,4.03,1.91,1.9
E0,2022-08-31,Arsenal,Aston Villa,1867.69,1732.88,9.0,15.0,3.0,3.0,2.0,1.0,H,1.47,4.63,7.0,1.75,2.11
E0,2022-08-31,Bournemouth,Wolves,1642.1,1714.36,0.0,6.0,2.0,2.0,0.0,0.0,D,3.53,3.38,2.16,2.11,1.75
E0,2022-08-31,Man City,Nottm Forest,2032.0,1618.16,7.0,13.0,4.0,5.0,6.0,0.0,H,1.08,12.84,30.99,1.24,4.07
E0,2022-08-31,West Ham,Tottenham,1766.68,1873.76,3.0,3.0,7.0,13.0,1.0,1.0,D,3.63,3.74,2.01,1.75,2.1
I1,2022-08-31,Juventus,Spezia,1789.29,1531.93,5.0,6.0,4.0,7.0,2.0,0.0,H,1.27,5.79,11.84,1.66,2.23
I1,2022-08-31,Napoli,Lecce,1804.87,1530.36,7.0,13.0,1.0,4.0,1.0,1.0,D,1.26,6.24,10.99,1.45,2.74
F1,2022-08-31,Lens,Lorient,1663.26,1534.32,7.0,11.0,7.0,9.0,5.0,2.0,H,1.54,4.28,6.08,1.75,2.09
F1,2022-08-31,Lille,Nice,1698.13,1657.71,4.0,8.0,1.0,5.0,1.0,2.0,A,2.04,3.54,3.66,1.98,1.85
F1,2022-08-31,Marseille,Clermont,1718.9,1520.45,7.0,13.0,6.0,6.0,1.0,0.0,H,1.38,5.05,8.08,1.64,2.28
F1,2022-08-31,Rennes,Brest,1704.99,1561.32,4.0,5.0,4.0,4.0,3.0,1.0,H,1.48,4.71,6.33,1.62,2.3
F1,2022-08-31,Toulouse,Paris SG,1573.47,1863.01,4.0,5.0,7.0,13.0,0.0,3.0,A,11.78,7.2,1.22,1.33,3.31
E0,2022-08-31,Liverpool,Newcastle,2027.36,1763.8,4.0,8.0,3.0,9.0,2.0,1.0,H,1.31,5.81,9.58,1.49,2.61
I1,2022-09-01,Atalanta,Torino,1748.05,1640.43,7.0,7.0,7.0,10.0,3.0,1.0,H,1.71,3.94,4.95,1.7,2.17
I1,2022-09-01,Bologna,Salernitana,1595.07,1512.6,1.0,4.0,4.0,5.0,1.0,1.0,D,1.88,3.57,4.26,1.79,2.04
E0,2022-09-01,Leicester,Man United,1754.66,1801.75,0.0,4.0,6.0,6.0,0.0,1.0,A,3.41,3.81,2.07,1.63,2.3
D1,2022-09-02,Dortmund,Hoffenheim,1806.69,1688.0,6.0,12.0,9.0,9.0,1.0,0.0,H,1.66,4.54,4.59,1.39,3.04
SP1,2022-09-02,Celta,Cadiz,1708.02,1622.56,4.0,7.0,0.0,4.0,3.0,0.0,H,1.67,3.65,5.93,2.32,1.62
E0,2022-09-03,Everton,Liverpool,1691.31,2013.16,3.0,3.0,6.0,8.0,0.0,0.0,D,7.77,5.06,1.4,1.58,2.4
SP1,2022-09-03,Mallorca,Girona,1629.56,1610.96,4.0,10.0,3.0,7.0,1.0,1.0,D,2.17,3.16,3.79,2.37,1.6
I1,2022-09-03,Fiorentina,Juventus,1661.46,1789.29,2.0,8.0,5.0,8.0,1.0,1.0,D,3.06,3.22,2.46,2.11,1.74
D1,2022-09-03,Bochum,Werder Bremen,1592.57,1608.3,0.0,0.0,4.0,8.0,0.0,2.0,A,2.92,3.65,2.35,1.67,2.23
D1,2022-09-03,Leverkusen,Freiburg,1768.06,1732.8,3.0,6.0,6.0,9.0,2.0,3.0,A,1.92,3.88,3.81,1.55,2.46
D1,2022-09-03,Stuttgart,Schalke 04,1622.42,1569.18,2.0,6.0,2.0,5.0,1.0,1.0,D,1.78,4.01,4.32,1.7,2.18
